ECG,HR,MAP,SPO2
-0.0584730990231037,48.0,88.0,100.0
0.1390179991722107,48.0,87.0,100.0
0.3266350030899048,48.0,86.0,100.0
0.0303980000317096,48.0,84.5,100.0
0.0106488997116684,48.0,83.0,100.0
-0.0189747996628284,48.0,82.0,100.0
0.1587669998407364,48.0,81.0,100.0
0.0896454006433487,48.0,81.0,100.0
0.0205233991146087,48.0,81.0,100.0
0.0106488997116684,51.5,80.5,100.0
-0.0485985986888408,55.0,80.0,100.0
0.1488929986953735,55.0,80.0,100.0
0.0501471012830734,55.0,80.0,100.0
0.0205233991146087,55.0,80.0,100.0
0.0303980000317096,55.0,80.0,100.0
0.00077429699013,55.0,80.0,100.0
-0.0189747996628284,55.0,80.0,100.0
0.1686419993638992,52.0,80.5,100.0
0.0106488997116684,49.0,81.0,100.0
0.0501471012830734,49.0,81.0,100.0
0.0303980000317096,49.0,81.0,100.0
0.0205233991146087,49.0,81.0,100.0
-0.0189747996628284,49.0,81.0,100.0
0.1587669998407364,49.0,81.0,100.0
0.0402726009488105,49.0,81.0,100.0
0.0995199978351593,49.0,81.0,100.0
0.0303980000317096,49.0,81.0,100.0
-0.0091002704575657,49.0,80.5,100.0
-0.0091002704575657,49.0,80.0,100.0
0.0303980000317096,49.0,80.0,100.0
0.060021698474884,49.0,80.0,100.0
0.0303980000317096,49.0,80.0,100.0
0.00077429699013,49.0,80.0,100.0
-0.0584730990231037,49.0,80.0,100.0
0.1587669998407364,49.0,80.0,100.0
0.0402726009488105,49.0,80.0,100.0
0.2871370017528534,49.0,80.0,100.0
0.0797709003090858,49.0,80.0,100.0
0.0303980000317096,49.0,80.0,100.0
0.0205233991146087,49.5,79.0,100.0
-0.0189747996628284,50.0,78.0,100.0
0.0797709003090858,50.0,78.5,100.0
0.00077429699013,50.0,79.0,100.0
0.0205233991146087,50.0,79.0,100.0
0.0303980000317096,50.0,79.0,100.0
-0.0091002704575657,50.0,78.5,100.0
0.060021698474884,50.0,78.0,100.0
0.00077429699013,49.5,78.0,100.0
0.0402726009488105,49.0,78.0,100.0
0.0303980000317096,48.5,77.0,100.0
0.00077429699013,48.0,76.0,100.0
0.060021698474884,48.0,76.0,100.0
0.0402726009488105,48.0,76.0,100.0
0.00077429699013,48.0,76.0,100.0
0.0402726009488105,48.0,76.0,100.0
0.0205233991146087,48.5,76.0,100.0
-0.0288494005799293,49.0,76.0,100.0
-0.0288494005799293,49.0,76.0,100.0
0.1291439980268478,49.0,76.0,100.0
0.0501471012830734,49.5,76.0,100.0
0.0106488997116684,50.0,76.0,100.0
0.0303980000317096,50.0,76.5,100.0
0.0303980000317096,50.0,77.0,100.0
0.0303980000317096,50.5,77.0,100.0
